s-hash,artist,song,count
6159a53dc635327c7ded969cc9f327422817c79b088199bea98bdc79930f9d50,"The Script","For the first time",94
372cbb15993872b159b76eb013493750703f1bf7288156dc86ed4eef08e5146e,Beyonce,"If I were a boy",26
dda61bf73a7ed11d3c23db09446f411ef0fd4f1d67ea6089ff1c58f9b059d2b5,"Robbie Williams",Feel,7
0eabbce2f61e6dfa6f6fbe1148330342696663218528a6f87386896c19f8864f,"Bloodhound Gang","The Bad touch",13
1cdcf71496e834c55416bcde328e3d00c9c5b4609f81048522a573375dd02b23,"Anna Abreu",Stereo,17
9de3ba27b1cee075afe9bbcc774d6f29290a406a319c0636f39565bc6178ae58,"Tove Styrke","White light moment",65
36373d319118db4abea753d82b7b71cbec4493a0e2e1105b9e29b05bb64f64ed,Säkert!,"Vi kommer att dö samtidigt",28
84f567888d187d12507130de7d5e27754c1a6c0bd2cb040387da9fe18c675516,"Limp Bizkit","Behind blue eyes",22
5b02861f283ce00ccf49c62bec77274180dd3e7296cfccb06dc21b8782158e92,Robyn,Indestructible,60
b88f886e68ca00e4620f327738b08507693f69436e684bdbd8a1f220c7a795ae,"Simple Plan","When I'm gone",28
e8966caaec4256e595649d4375befe4928ede522ea2a9fc1f9ef93f0f8d98d2d,"Red Hot Chili Peppers","Look around",5
d5629fbdc2536719452eb0d9b3ba4dd949fe8043339a224aa7efd723cd7e2fe0,Sisqo,"Thong song",10
2b8f5543aafaace293f21f84d3f6693eeb903ef26c22e898c310636cb33fe836,"Green Day","Basket case",36
a58dcd5de9f80b4345049e87b618af9fb66f4304cb989fd3084b725e00777b5a,"Cypress Hill","Insane in the brain",13
a8bf03c11b9223ea226b3578f2744eb6bd59d670ddbc8a47cdf64b773e1dcb5e,"Missy 'misdemeanor' Elliott","Get ur freak on",17
b38a9be92bb2fe0a47cfbc4d1360060d72bb614e2903af116d68362851a9c3ba,"Petter & Magnus Carlsson","Gör min dag",67
d23c234a16bf8dcba618c5e09821c0a4976ae04ee859ae078a6514c3fdd5e021,Snook,"Snook, svett och tårar",20
d566241f7b40cd57ca621f83a485f93165ef782921fdb35cd781560d4beec3f6,"Kim Herold","Love in a bottle",5
b0050b1f9101c070b6818ffe7b1b397de183f2277822999cc5ad19d457e8680a,Ronya,Annoying,78
4db4dd87c54ff3919104abb16a282e2d5f97c0f30b01bbda40fa30e327ff89e4,"Black Sabbath","Neon knights",6
9e479cc5a9625c1a1cb4a3579e0c90197e9a71da9437f5bf2de640f02e4af5ce,Extreme,"Get the funk out",8
997032c6a780493b1a04bd9e601f77b099404bba98f8c874958a031cac797be2,Supertramp,"Logical song",8
db217d55bfedf7df71aa6607a0e1498333dca6d27be6d8560bd7ac8eb62c3860,Stratovarius,"Hunting high and low",5
855e966d7fc46173c807b6973f62a5af6d499d97ee161fb50be594fa5f679bfe,"Led Zeppelin",Heartbreaker,5
a9d2f1a78919e4527e78473995b9b74c104c530b9ea9782ee2649b89579ff147,"Ugly Kid Joe",Neighbor,5
ddbdbc433d32ef04938ac76b5cee54b2ae3762e2d6dd74f7eda4cf8b986b6306,Nazareth,"Broken down angel",6
ca0c786d9c3661983a7563ebdaf795d0835a05dd7b8a2e086d81aa4d94ba22ea,"Zz Top",Doubleback,6
718a6444dd5f626d333641afce84f7e1ff7516c5bb0ac58aba88b5f5106889e0,"Judas Priest","Living after midnight",9
d8886df716e37c741d76f10aa4db53e11e814382a5c1f2c3ba64fbdd6735daf7,Dio,"Don't talk to strangers",10
9f8f6c47cc7ca77bede941b6fec8d5b6c1433d9c8d1f84cec0cc10d77227a086,"Tom Petty","Free fallin'",7
d939c29af55c83af0b603ac2c61bfec809729da2d639f57733700cc634d323cf,Aerosmith,Pink,6
7963c9a74da0e6ebde2f8ad9dcde1630bca73f2d77df4a05de675041df0d3d7f,"Eliza Doolittle","Pack up",30
ded3a928a62688405193bad16fa6c89333bb68f91014e928835bac8117b10453,"Fibes, Oh Fibes! & Kim Wilde","Run to you",16
efc0d5527373f313f2a46b328e822626af0eb79b666342519cf822d09149d1fa,"50 Cent","In da club",26
fa0d459cdc18d5e0f68bc6aea0ea650c9d5dde31733f756f08d1a21acd0c0830,"Oskar Linnros",25,70
c90679be3dcfc4fe877ada31c05741e76d5faeb352c4f4845db9f8144e75cdfa,"Emelie Sederholm","Breath deep fall slowly",26
bc820efe347172ac39450c6201ca291173cb3892c54ec27f16014af42b49d2fa,"Lady Gaga","Marry the night",12
14fb1a087df4b60ae818f5df66ee1e9156d65163873cba64757963ae0dd05d8d,Laleh,"Some die young",77
3112c39521d1147bc6ba5a19f25c9e548f81bf079cd0c22dfc7aead8f406a5d4,"Tokio Hotel",Automatisch,16
6179e03c506a98f282f0778e47c7dd76dac70e04d1ffccffde15ad98c353c28e,"Kings Of Leon","Back down south",34
f9b98aa3d7a3ad9982e175a75fad8995821815137b9d4513278dd3f1a676814a,Familjen,"Det snurrar i min skalle",92
e596c1e0e57a84b5fb36c5ac7381b35e8442f1733e8ee12f83f463d35b94d892,"Icona Pop","I Love It",99
8c54ff75619e2be004a455319cb86617248c428ae3d51a2d0b65f2c4e2bad9f3,Eminem,"No apologies",2
e5af3be280db5fffbaf9d980264f0781547a95f127d0073c8a310cc75480cc5d,"Salem Al Fakir","Split My Personality (Bassflow Remix)",135
b39e86c3290eb7278020d4e7680cb2a1f7d7d6e9801ef02e96303a9d77378d75,Paramore,Ignorance,94
d4eecc33abb07f7d065dcb29b7ee6b339add8065bcc733be5c4cfdbb4dc9ac12,"Skunk Anansie",Weak,8
3c3f7d192919d41e40dc6952aa30c79041aa26e15db12e2cd8f41808598cf672,"Britney Spears","If U seek Amy",27
0cbeba66cfbeb99d77a5028f4e3466df0472e269abb83e9c50bf2adf60f0d413,"The Crash","Still alive",17
9cb4c35a9ae7ef7317d5f13f0f91bd153bb8c2c601fed4f9dccef4f6db3482da,"The Smashing Pumpkins","Tonight, tonight",20
dbb9abb0b62a21bef2f16e720d9a9a94eb7e56ac69f7f63e889e973dfeced565,"Petter & Eye 'n' I","Början på allt",254
0a758d311895d3be12f2785ea23a04f2451f3d680f35e16012ee461e576e7b76,Kent,"Vy från ett luftslott",19
645d0bbac7923f7e83b00e5707f48248b386f098dc8a3c01f7752a87512db5a8,Coolio,"Gangsta's paradise",11
0da3f4d5f150310351f8fa1653a25c356326beebfa04c4ccab298ffb522a0323,Kylie,Timebomb,18
a6bb430e6547f3dbf961195ded43f14d589b9196fdfdb7965eeba1f2bcd20613,"Biffy Clyro","Many of horror",87
ab0157952152277fb5ded0370b84f8882b70953bd5f9374a23dd7d5330e0ce6d,Medina,"Där Palmerna Bor",81
3b5f4d49c33858f504bd795d654f9b705ce5f86aa64a1b847628cdb0d81afcb5,"Little Marbles","Jag hoppar och trampar på ditt hjärta",74
93097f2335373805eaba4dfeb05af68de2813c3d7e6e37b478fdcd825b975584,Rammstein,"Mein Herz brennt",23
a83e5dbf45fbba0fadfeb928d499e7ce62d23cf0b7a42677b828f022a96e6535,"Culture Beat",Anything,10
b596bce8c633d158d7a01ca44cd1caf8ec256211151b80229630336c291de6b7,"2 Unlimited",Workaholic,7
523898ba152ae3347c1836f09295c7aef40a518ac937ea13d0adb15e6bee40df,Snap,"Power, The",5
f8cbf09e2f0449931832b26ab9ee68d1891950a60ec89677a55052356d4652fe,"Sin With Sebastian","Shut up (and sleep with me)",10
09a6c2fec9251c4e30ea511ed4fcd6a33c0ff228079d396ee31e8f9fb88d11e2,"Crystal Waters","Gypsy woman",9
1622067e479feee3856943f05b696e09ea86a4715b37b6c31418116f7d764438,"Look Twice & Gladys","Move that body",6
7dfcd2031437eaafbb5a67a1cb0b9611944b331a0ede152e341efc62df2b8022,"Mc Sar And The Real Mccoy","Run away",9
d07ea28f75ab696ba91a0eb5a44a80985e296b0185645fab2fea1d953e3fd73f,Maxx,Get-a-way,9
88aa7749e82f9391bc14a1157759a2eabec91f48d1e114a8898f33cb26797f09,Scooter,"Move your ass",14
1f8f1707dac80c3806c2da613afbf5daaf86d8c45829da6b5bc104a37c129dc3,"Scatman John","Scatman's world",11
481c3aa00d2044fe3ca97c01349f46fa3f28917b14a450755c32bdee7436b54b,"Magic Affair","Omen III",8
f2c8c55602e5d78acc23b2bfe06923fe12b0bfde7462eefd0bc360f754930639,"Dr. Alban","Let the beat go on",11
f66b935d805da524398673a965062ab374fd27c3d94b43ce19bb2e3bb36324fa,"Twenty 4 Seven","Slave to the music",6
255cd14abef24de5641211713ddc797a542bbd17b3cd1f9ffc4431921e6138f7,Cappella,"U got 2 let the music",8
941f02ea9ea3cbfd711fbbe7807402e06be88925327e8440e8403cabc725ebbf,"Dj Bobo","Keep on dancing",7
efa6509b4a379aaf4c96726fbdb799601869a2f44d8f9cac20cbd6f093bf69f6,"Dance 2 Trance","Power of American natives",6
0aaef26423d933baecf10e0dda95e30a66564f13cb716fb27829ede49033046b,Pink,"U and Ur hand",55
21457231c0c645d41a51f00cfe55c61f8aec9a91af11fce6033a9b4fff720e64,"Lily Allen","Fuck you",103
852b5ccfb67281a3f298d0b33be83762a86f060b67e151c0fa004580b35be853,Donkeyboy,"City boy",77
e6a7fb7c724191213334717e0840aeefe5a004c1546c167c4ac8c6f73005a821,Mika,Lollipop,27
3136a71744b83d0f4057bc07b5db9664e74318ff392a1bea3d298beb2002e1b6,"Marilyn Manson","Personal Jesus",18
96a1639e02a938c758a7070041fc2f08491fb09a25bc477e485e0a599c4d4a52,"Marina & The Diamonds",Hollywood,60
5f02d04d7ec17c325bea3ed2479269541241bd52e608a5ffc6785d7c830c636b,"Empire Of The Sun","Walking on a dream",14
c9c99e0eb5300fc6506568cdec4aa59740919969112b5cfa7dfc1f083efdea7e,Rihanna,"Pon de replay",86
854102df54e5abd1075b3805fc83cbdb87c73c5f7325b64ea3d0f64be70a4ff6,"Red Hot Chili Peppers","Snow (Hey oh)",2
53905077c97be9798f3cecf012cc7e38f2d1a578e136213e5676453c4c9e7fc2,Adele,"Set fire to the rain",131
a1695a2a63d6d04e9bf4fea4fc21a22e31916349c16707eac55c262eda773a7c,"Flo Rida","Good feeling",48
750a4611c3e5f4f98ba08750f59a5d6c588a1652bbe9a3082d02cb6d3196718a,"Don Johnson Big Band","One MC, one delay",4
2d46999e02afcf7673106147b8f7ee96a94a95fa75e69da5856813e5555bd073,Pauline,"Give me a call",13
8d4cf9d6bf7cf610e480bc77209a5a83398c2a3483005e34a33c0ac11067751b,Pulp,"Common people",13
04e6c31495d1e80ebdd180a42456de36046ec0c2cf0a24744c592b50fdb76241,"The Clash","Should I stay or should I go",3
27e043e41d28f39b45e75e3fd6fc4e36a3b95a2b428a9995a54d3bdd007b7f0e,"Markus Krunegård","Jag är en vampyr",100
ec44de61adb82a8099b05fdd601bc35a84f3de531cf5ab76f6814c54cef583df,Pendulum,"The Island",50
649dea74950b3dd94d75601371a721871f320b4b4c64a1c455157d8f01773aa8,"The Sounds","Seven days a week",30
1fc6482d0c7c4f06c8f200256d4a47272a88cd342e21dcdf14b1f857256fca69,"The Cajunga","Baby alright",16
a360d3b82f1cd03956e4e56aa360c3043b1568e981524bc8d537876d17e77d71,Rammstein,Haifisch,3
c4dfbb8a68f8402e4bee8e44d6829a8ee69f8c9476d63027f81bc928c0783e0a,Usher,Scream,68
62827712e0bd9d3bfe67a486eab8685de1d5ff5f06f25467f01e873eee6bcdc2,"Green Day","Boulevard of broken dreams",71
6b5fdce0f69fd7554d523e56d6da8d2927ff775588ccb47ae0b62303a8aa900a,Miau,Nightwalkers,7
d82802a025099d443c8a56b07565706c30b170ca7b435007f74f498bf93d74e9,"Fatboy Slim","Praise you",6
833c55b8330409910fde2c6ff6e69a65c2cf906657dd8bdf3e4e1011e96e9250,Paleface,"Hellsinki freezes over",40
319fee295cdc3a20daaa07813129a4080fb737e28aacd3d0916a6b58167cdb3b,"Billy Talent","Devil on my shoulder",42
0334974c05c95d6956c7aac03c43761198ec77c607d29a369d6b64092e51f831,"Apocalyptica & Corey Taylor","I'm not Jesus",23
7d25529d588a1c6a1fc897b1d9dbd441168d2d7f9010380f209c9a7799572b74,"Gyllene Tider","Flickorna på TV2",14
14b9e66fdc99553a90f4616c25c106024c127fd1373eae60b2790043728ca236,Kent,"En Himmelsk drog",6
abe142c19f0d2ec5d209b8d774019bd4dd30002aebcc0dab6279ac58dc80f9f7,"Eric Amarillo","50 kvm",10
536ad7ae8298a566cc57e0b4bef4d8d22ffb198868644e16437637f299c8e3e7,"Håkan Hellström","Jag vet inte vem jag är men jag vet att jag är din",10
ae39136b3d8ec25e3eb41b69fcc106af97711723c815b02b98f5b9f4c90dcfca,"Martin Bentancourt",Invandraren,7
03aef70692fc1f851d3c445b91accf31a32008f696df86ed76938e8025d49d10,"Mange Schmidt","Vet att du förstår",6
4e7d065b61069959fccd4246b50e0dbeedeb953e48d6a3c85586220b2deebbb2,Raubtier,Världsherravälde,11
3f748289ab2c2d058916832fa8821d5cf4af03ddc1051529932aed168c048b2e,"Petter & Big Fred","Glöm aldrig",5
ee60591242492423fc642facccf9954b48efdfd12e2504d9d1e34aba62023df4,Drängarna,"Vill du bli min fru",9
c26c2e36e3821068532271697fb8ef248b03a602c09c3fe7a18caca6a23670b7,"Lilla Sällskapet","Jag Vill Ut",13
2168dbc3776299a8eb4f8ac09858b154bad0f47ac1d921feef0bbdddc63ffdd5,"Veronica Maggio","I staden växer inga blommor",8
439540c08624583c9247d4309fa4bc2647a93fbc96776b947736e3f156995070,"Pumpa På",6%,7
82f13652bba989a3e24af158ef25b9566bad4234c984d85d54819a592276b893,September,"Kärlekens tunga",10
c3a098a9617f36f4e3093bacf7a6305a2fe5746c4a2ad3e50d0f812b0cf346d9,Hets,"Napalm på Östermalm",10
0de8246d620ef3a0d6d29f15e25937e6893378041978f89e60bb17a4039a4aa7,Säkert!,"Är du fortfarande arg?",10
fa634fcbbae397badd27255523b612b242a8b576403ae82d4e10ddb92a36de3f,"The Latin Kings","De e knas",5
402e267481ead0233c7ff8490b244b0baaf6883d4228ad22e69dbf4dcdc02baa,"Sunrise Avenue","Fairytale gone bad",59
febb5f8f29ea373328cbff5edea422bb5106d394d33bfe2f789acd878e5b1614,"Jessie J & B.o.b","Price tag",137
6a2d653c8fc2e5afd527cae40811dcf412f265a7f0ee8dcff519b94714e788a4,"Teddybears Sthlm & Swingfly","Hey boy",4
7c374148ce6407bde1bf8a7790cf6b5ad4aad0d35dabcf4ee203788ab6dc7c01,Shakira,"She wolf",86
4a6a57622011424a88ab71e634e24db89a74f4dce6981072fc071c10b1709017,Robyn,"Dancing on my own",127
c1c9a57abd3f245d5506421390690e1323f29ed24b6eacd509f2f9d265c6d436,"Tenacious D",Wonderboy,4
4a42ba3f077aa8cf7521f835452ef5028620f343123f164974d4b8265780ebfe,"Royal Republic","Full steam spacemachine",67
c583570886235368ca569cf9cde59e573a4a61b3fcb6ffdfd13909f37a6d58a8,Pink,"Blow me (one last kiss)",63
ca72482d4f157165169b808deeb3d2bd593cdff064e4a8e30e92931f637704e0,"Veronica Maggio",Stopp,25
e39ddd0209023fdb1583d4c8f037584990fe1542c3440649ae051d7cfe4fd93a,Cornershop,"Brimful of Asha (Norman Cook remix)",7
858ed2baed66329d87e9512e356d5ef80e6e14bc37fe1a9bf061f47ff58234b8,"Jason Mraz","I'm yours",174
45577f332a53d64e48f127eb9ac2654328ad49602753a13b6bc7cff1b56dd063,"Madonna & Nicki Minaj & M.i.a.","Give me all your luvin'",2
ca17d269300298d7a5b1de3c748c25e85c4f1e897093dca968599427e8d5e44f,Jamiroquai,"Canned heat",8
c99d9a1c28e84e4479c938732f33418e320c5929a8c14781234d005405c0f90e,"Katy Perry",Firework,106
84eafb1f859fec28b89742ead93d36a46e2e52561764782467f71941b04566ee,"Raymond Och Maria","Ingen vill veta var du köpt din tröja",31
1b19ef667146862cbda32c100df4d3ec71e3442419be414ba0c121aff166a209,"Nelly Furtado","All good things (come to and end)",8
19125d562cb98453670760b1ef8867d970a467600eacf85b970c7030739a0d34,"Mange Schmidt","Gömma mig",74
c06ef5aef48239dc1421f88368bb43e2cf4798200fc56d1b02c0ccfe8e0eda39,"Bloodhound Gang","Foxtrot uniform Charlie Kilo",5
c23391e36025c1bfcaec289e50e05c1f18dfa75eb9f0523d5dfad6a63d667353,"Billy Talent","Try honesty",40
7900455a9c230ee6a26a37ad3fe7df82b8e0df5511b789d69f0f8b9427568238,Train,"Drops of Jupiter",20
40f6aa9ef6d51737d7b03a91b3d45f541a5dcc7ca18358916f0077aa7114e2e0,"Maskinen & Marina Gasolina","Dansa med vapen",78
ebd6f71f6dcdae3c54e546358919f6d6eb4db248e88b50447f6d311a9bd8c22c,U2,One,12
67b05befb75f55c046b1ad3754007c152276fe94fae943f86972fbf92a0c5521,"Kelly Clarkson","Since U been gone",21
6f8163bfea308c3b81e8776fe6dd1e98a563882c9f5264894397939cf992418e,T.a.t.u.,"Not gonna get us",4
e4f6ef371979bfb0c62af24cce27ea79a19cce31feca33a8009ab96243390350,Rammstein,"Ohne dich",11
c80e4a4b68d26644b3e07ea115ff4eea1fc7f93bb6e763f76e5aaa5b4e36cc78,"Michael Jackson","You are not alone",12
7c5517d096dac78a26e6234c9a03465c560fe290ff1e0461dc11ea7dc8274fc5,"Ozzy Osbourne","I just want you",10
3969a187cbbc7aa7579707a3c78d5b60991cb2d55a41455183c4dc31d33fc9cc,"Bon Jovi","Never say goodbye",15
ba1de827d3b3c3c826416b0ee55f07b920fd4a6e1600db98e3bef26bfbc6f42e,"Phil Collins","In the air tonight",13
0a0e736cdef0743ba0a0402d025f4625d3aa824a7f6019eedb5daad1fce7ff9d,Foreigner,"I want to know what love is",8
315ec0a5cf04ee8a74da1789a0e1a07672950a52d15ca27196c8b6ebb521d26d,"Bryan Adams",Heaven,16
27ae7aed9456d57de0bc9fc2dc3664ad829267d195d23c884434d148937934c4,Bangles,"Eternal flame",12
073ac0c6fab7082d3eba65efe469cb2e4b67ffce540bbacec53ee649f095511c,"Guns N' Roses",Estranged,14
2189f639e58d628d90c564dc9e628f251d2872bb17a1129542d3770a44025120,"Hanoi Rocks","In my darkest moment",12
d2e621ace1d04be8fced520bd0b58447175275acab0155fd28cd612bebf5005e,"Creedence Clearwater Revival","Long as I can see the light",8
4a8a259d0c2ac12ecdb392cd1f2d29a63d28fd114787913774b46e38f5b370bb,Travis,"Why does it always rain on me?",9
08283b5b40f50a609f5a420143bd1a827c8add965cd2e1aa62fc90d7c4816513,Pitbull,"Hotel room service",12
304f10d38a3cee5dbbd042e185bca4ba93545e4e471dfd75edf84a1fdccd457e,"Veronica Maggio","17 år",26
6308177efb063609af66ff253e51ea649a4ce53085a37a6b6cd877d2ff91bdc6,"Scissor Sisters","I don't feel like dancin'",38
fce946b2a670bbf291e9db655031541a45d82e8386c2696cad37623753de3fa1,Beyonce,"Single ladies (put a ring on it)",79
f2c464db7e5fd19cda7c1676bab546ec8ce1ad9672df2b84ecb6c829e666b214,"Iron Maiden","The Number of the beast",10
115d2bce297f65e6e8005a85b681c8352dc7ae42ba8c03e44b69eb37902d345f,"Puff Daddy & Faith Evans & 112","I'll be missing you",12
c47c939ad8351650f1a573a244ac8739be015c14cd392fe4db8c52de9c03efcd,"Black Eyed Peas","Meet me halfway",30
265cb9883aff1d73b12efbea313166d5e69ac218b2682453eb6208fa11f0caa4,"Janis Joplin",Summertime,3
7bd56d2d4f61dd0bc402b811b34668865bcc0528120b462466e61c454aa50dbe,Disturbed,"Inside the fire",12
6d4cda67e3cffb93084978922081b14a0892754c9803c8b180d7f80732dbb905,"Paloma Faith","New York",69
09b530434243b2373aab5b60f575f869b805c0b306b02380b2b864ef9f07dacc,"Emiliana Torrini","Jungle drum",149
c2f359ac7883ac08bdc850e1d72a35b8f7c7038d5dd105b8443d16426c4a8d1d,"Katy Perry & Snoop Dogg","California gurls",56
648b0b95d40228be157e702fc28e1c85823bc7b268fbe0494c5f4320e676bbb8,"Mary J. Blige","Family affair",15
7aa485c368e0467c42cdb89b081515dcbb05ccc19e5f948733b5a9d9e24f594c,"Eminem & Dido",Stan,13
57d36ea02b9aa1b4fc81fce0db9b0461c84e54f41327c67966a0ddaa9ba2ca2a,"Little Boots","New in town",17
5746e936383668b0adf827e0844064d4c23520182d984f899d27e0c05f6b7e7c,Infernal,"From Paris to Berlin",5
767bd460a6bb545bcc6fd5951a64000fbeadb6ec60268a26b0f4130939cfdd05,"Leann Rimes","Can't fight the moonlight",6
3b09a4508850abe6194f4ae104345d80fb63202dbc2a0d22c9a20d70a90022ba,Lcmdf,Gandhi,19
6f4449da60d45417feb4de2fafdade323971fb741edd151a5eb167b11c5db0c4,"Gym Class Heroes & Adam Levine","Stereo hearts",59
a40a9d438a0f7873594d9b4c79e3ae99122befa5bce5c1be2080058d500f1017,"Mötley Cruee","Home sweet home",11
40e302f44d163f8c9e18e117337487b302848a50025d0cc2f5135bec93f4fa21,Toploader,"Dancing in the moonlight",7
d4d6822e138e0cff2ad1330a60c77fbb2b676f31f667a794317478851d5fbc50,"Modest Mouse","Float on",17
3f64f0b935b0a1d84a689965d6526db06aade84425fba6b95b357b5c807f8598,Rammstein,"Feuer Frei!",8
1b69d91e29eb2211303e809c6db44709e0007e3170e7593551338bed8d048bb2,Maskinen,"Kärlek vid sista ögonkastet",85
5ea84ff4061a32e66443965a445527562bae85249ae3fed18f1bdca61e06e112,Redrama,F.R.E.E,14
a896b77be421ec8a5382f2548a8dcf09811dd32acafd41255ca7ceb06527b0cb,"Lady Gaga",Alejandro,30
5b171c8788073d569ba61bff711d1991df5e924971780cad57a2b6cb4f0a31ca,"Ison & Fille",Galen,63
e1b0b24b3694077bfe6a48619648994018053cfd3313423f26ee0c07839460ab,"Green Day","Know your enemy",45
52a19b9e15512b70e665f41217b8f72f195dd19e23cfc1937b30c9c4ef675e53,Aaliyah,"Try again",6
505a3fc329c43d2ed234603453fe9267229c579117ff1bb87dd3f3be22cd4fb4,Klamydia,"Tunnelbana pojkar",10
f73a3bea4c067d0b6793a3b446449b67b92333065a2049030045a9a1c494a7d7,Abba,"Dancing queen",6
757faf1fcd94f76403c71cf82b9958a0bc5af0a91acb8158f0d3eecfaf657789,"Ebba Grön","800 C",14
a7060ffbab3ffe49cae21f3e5dae0b608720515eab04c0ee51b551cb62cff961,Markoolio,"Ingen sommar utan reggae",12
32f27a2b50dd4477e7bee8ca7a950a1507fd60668177886e9c21d17d9edfb404,"The Knack","My Sharona",5
0292eec9d19d899e157803d3a4404c42eb2c3d9d558014a19d3836b2ff8bcd27,"Billy Idol","Rebel yell",3
6fcca7cf32b7eea5694aaff0dd06e92a71b7f498e78ac6bc62445c942a0990e3,"Leningrad Cowboys","Those were the days",3
98c95fd8b6ff5674d6619cf319b9f598b4ac94c91ca8757d4902f06cf32706fe,Queen,"Bohemian rhapsody",28
7000ce3b9ee6d44a452de4709fbf9dc06a3978ada887a685171084dc05b9de3d,"Skrillex & Sirah",Bangarang,52
7d3dd04887465f47946667e91585ae1fd530591255da78aeda113da6647d8ecd,"J-lo & Pitbull","On the floor",66
f26c6ea4491867fb5f2363fc97ddbf13c9ab6d50404160a10277a9ab3f84e74f,Hoffmaestro,"Round it goes",3
dd2a954aab7dc0e8679078c7ac517d51adfa90b4f37324f3e484f90c2ce5a3a1,"The Beach Boys","Good vibrations",2
5bcb374cf365ee8f6b28b06f3691f897b02380f0fc310b27fe0ce87fd2aa3533,"Liam Lynch","United states of whatever",17
a87e32202da6e9c9a85a0bdec814544881dc83472625e0525438693c284d365d,"Tomas Ledin","Sommaren är kort",14
f9b4f2666d0012e16cdc9daf1012b160e178e16553bb7629ef6ae27215b0596a,"Katrina And The Waves","Walking on sunshine",5
97406eaef3dc0d60776ff3609cd88f39df3e0af8955c710988a38399430869d6,"Beastie Boys",Sabotage,16
6aa310ede10b0e83580ab23c716d1526c0597ddf9cc5a1422fb719c13393c517,"Bo Kaspers Orkester",Semester,1
d243d6aa41925fa9a5dc74f8adb45170b9e922c4de31217721460712ccb5a61b,Kaj,"Heimani i skick",55
81e6940fc746ae8d561499519e4b3ebc5416e10ef4ae82326d669353e3076abc,"Plastic Bertrand","Ca plane pour moi",4
58c4bf7742619f00ba0fb2df61d397af6ab7a2c3481fbe438b35b80edb41d276,"Balsam Boys","Här kommer sommaren",5
2ca8dccd8385f47337876188ffc8f01fa88c5492e087bed5413d4415bb2a1bda,Psy,"Gangnam style",26
277b7c7819965c675ce267616089a43e0038dc025f2afa19c68f88f4325b2dbc,"Kool And The Gang",Celebration,11
4892c2e0161d255ca21d86442f340220f8e0f12c225758ee3cc20580a930702a,"Dj Broiler",Afterski,25
569b76f935573507600a768683c89df362c5fe7d0f7c99165b27149b881b10f7,"Bruno Mars","The Lazy song",78
8610620336937637d0d51c17c59b3cd02ed8a6321e332884e02e4b58f3c9c9ee,"Inner Circle","Bad boys",6
1f86f8348ffac50255ac8835e3611176850bbdc68443289528211d43f0f552b8,"John Lennon & Yoko Ono","Happy Xmas (war is over)",17
905ebc6dda096d90af74926680bdce536b1fbe84dcd3d6352dd271a582cc4dd7,"Håkan Hellström","River en vacker dröm",17
41971952f4ceb57e6f67f727e60beb56b866404fd751a0c942f4dc6897254f3d,Ac/dc,Thunderstruck,44
1eda5ee2f228151fde12dab8d7566a4fc2809f55f567d2786f8445eab2fac37c,Rihanna,Diamonds,96
a24d1fec5831a4e36eae83af36b15365b196e168ebb6fd97ea994aab26e85bbc,"Oskar Linnros","Från och med du",150
5225ef09ac883996befde7061107218188ac69a706a02d18de8aa65fe8d95a09,"Salem Al Fakir","4 o'clock",12
f9153b2f6607d4f3f30da0364f0baccee0a90b2a5f4c4feeb3ea8077742bb67e,"Leila K",Electric,14
8e6d2841afd753abe47eb311e8df440ceb5f5833fbe6e62eb97c3881621cfe83,"Black Sabbath",Paranoid,9
88cdbb538f9d8cf225369862b8981e868ab28d7d1b92fbe94d8369d3cea84ded,Markoolio,"Sommar och sol",10
b5b5a30bbe134d0c3df8e76d83ea6bf3aef76922599b9662794dc34438bed66b,Europe,"THe Final countdown",14
26a0cd74aeb2b0d4106162b34de715b4028b6c01d3814066de64d060f9363b81,"Knife Party",Bonfire,13
32e7a76cad9f47003dbb8528a18c642fcb2611034b0f39a71e9cc96ed3d593d5,"Carola Häggkvist",Mickey,7
36e02c382faa1353be6d42fe1931f74263487089721d73cc7a51f681ad8be117,"Queen & David Bowie","Under pressure",7
b1aab6b3a3b683ab6d27d3be68b9e0c418337a203eba316455f8945b40b07e84,"Cyndi Lauper","Girls just want to have fun",9
4f2603997b0ecc935334e739047e3d7eb199fc47a9cd6f06eae8bf0642a79cb9,Kent,"Kärleken väntar",20
8d1635e651713feecb6f90f831baddebbf8b88bb7d908ddd52e4cd65d504405c,"The Lonely Island & Justin Timberlake",Motherlover,7
6805d7b59a784dacf2b13baf30f183bc2e1c7f108d603831efe5bef6a719368a,Korpiklaani,Vodka,1
e980ebd22935aede92ca4cbce16cedcfb2bdf4eeff53598fe5caf74504579f00,Paradisio,Bailando,12
c9c6861ba05d9028b1a3c1ae69657852f2889c163a1247b8671e1ae6c70f5bb1,"Ewert & The Two Dragons","Good man down",2
0775cc4dc1bc7759e031c8339c2ba347c51c61e3eaacaa9655ac439c449bc34a,"Avicii & Aloe Blacc","Wake Me Up",395
225e09c28f9e24def89fa0e7751becb0e16717e887c5334a35b2bceabc36f033,Alphaville,"Forever young",10
14c9f232bff9fbea3f6497376fafd5a92e69f6e0bb03b0ff3a5695b588be4fff,"Crystal Fighters",Plage,2
eeb2bc1f3d5229942306073e7665d51bf936efb9e190d2271f635040c2510c73,"Michael Jackson","Billie Jean",8
b59e38c16c75c6b79385e8ffa9eebbdd9198c740598edb2d367e8f16c81568c5,"Led Zeppelin","Whole lotta love",2
